RHBDL2 EFNB2
HSP90AA1 PPARA
HSP90AA1 YWHAZ
HSP90AA1 MUC1
HSP90AA1 ANXA2
HSP90AA1 FGFR3
HSP90AA1 PRKCZ
HSP90AA1 RIPK1
HSP90AA1 PPP2R1A
HSP90AA1 CDC37
HSP90AA1 HSP90AA1
HSP90AA1 DYRK2
HSP90AA1 MAP3K14
HSP90AA1 STK36
HSP90AA1 CSNK1A1
HSP90AA1 IP6K2
HSP90AA1 CDK11A
HSP90AA1 PSKH1
HSP90AA1 GAN
HSP90AA1 LGALS3BP
HSP90AA1 RIPK4
HSP90AA1 ATP5F1A
HSP90AA1 SUDS3
HSP90AA1 EIF2AK3
TEPSIN GOLGA2
TEPSIN CCNC
TEPSIN PAX9
TEPSIN ASAP3
TEPSIN NUDT14
TJP1 HSP90AA2P
TJP1 KRT8
TJP1 ARVCF
TJP1 CGN
TJP1 F11R
TJP1 OCLN
TJP1 VMP1
TJP1 CLDN2
TJP1 TJP1
TJP1 CLDN3
CALU P4HB
POLG POLG
MYO5B CD164
TLE2 HDAC1
TLE2 PAX9
TLE2 TLE2
LMTK2 LMTK2
IWS1 SUPT6H
SCP2 EHHADH
PTCH1 PTCH1
YES1 KRAS
YES1 MST1R
YES1 CD2AP
YES1 SSBP3
YES1 YES1
YES1 CD46
YES1 GP2
YES1 EPHB2
YES1 SH3GLB2
RAB3D CYP2C9
KIF13B MARK2
GOLGB1 NDUFA1
IMPA1 PLCB3
IMPA1 IMPA1
COX5A NDUFV1
COX5A COA3
COX5A MT-CO3
COX5A SPDEF
ATP5MC1 ATP5F1A
ATP5MC1 ATP5ME
ATP5MC1 MT-ATP8
WRN UBB
WRN WRN
DSC2 PKP3
DSC2 DSG2
DSC2 DSC2
RCOR2 HDAC1
NECTIN2 KRAS
NECTIN2 NECTIN2
NECTIN2 P4HB
TEP1 UBAP2
PLXNB2 ARHGEF12
LZTR1 KRAS
LZTR1 EHMT1
LZTR1 LZTR1
ADH1C ALDH18A1
ADH1C ALDH3A1
ADH1C MAOA
ADH1C ADH1C
ADH1C AKR1A1
EPHB2 KALRN
EPHB2 GRIN2B
EPHB2 EPHB2
EPHB2 EFNB2
EPHB2 EFNA5
PPIC LGALS3BP
DAB2IP RIPK1
DAB2IP PLCB3
YWHAH YWHAZ
YWHAH MST1R
YWHAH PARD3
YWHAH CSNK1A1
YWHAH SOCS6
YWHAH KIF5B
YWHAH MARK2
YWHAH PARD6B
YWHAH KIF1C
YWHAH CGN
YWHAH RAB11FIP1
YWHAH NRIP1
YWHAH PRKCZ
YWHAH PAK4
YWHAH GCN1
YWHAH YWHAH
YWHAH NADK
YWHAH CCDC125
KIAA0232 YWHAZ
TPM1 GOLGA2
TPM1 TPM1
TPM1 S100A2
PIBF1 GOLGA2
PIBF1 XIAP
PIBF1 KIAA0753
PIBF1 CDC37
PIBF1 MORF4L2
ACSS2 ALDH3A1
GPAT4 CPT1B
GPX2 EHHADH
GPX2 GSR
GPX2 GPX2
GABRA2 GABRB3
SEC13 CSNK1A1
CKMT1B YWHAZ
CKMT1B CKMT1B
MCM3AP LMNA
MCM3AP FAM118B
ZBTB48 ZBTB48
ANAPC5 CDC16
ANAPC5 ANAPC15
TANC1 GRIN2B
EPHB4 EFNB2
SMPDL3A HNF1A
BEND7 CDC37
BEND7 OSGIN1
BEND7 LNX1
BEND7 MORF4L2
BEND7 MYO15B
BEND7 BEND7
BEND7 PBLD
EXOC6 EXOC4
PLEKHB1 SMAD1
LRP5 FZD8
MRPL2 MRPL42
WWC1 YWHAZ
WWC1 PRKCZ
PCBD2 HNF1A
PCBD2 BRF1
PCBD2 PCBD2
MISP GOLGA2
B3GNT7 B4GALT2
SH3PXD2A SOS1
KMT2D SMAD1
KMT2D N4BP2
HIGD1A SOCS6
LNX1 YWHAZ
LNX1 CA8
LNX1 CBY1
LNX1 TRAF4
LNX1 NADK
LNX1 REEP6
LNX1 OSGIN1
LNX1 SAT1
LNX1 ZBTB43
LNX1 PLEKHG5
LNX1 LNX1
LNX1 NUDT14
LNX1 LCLAT1
LNX1 PBLD
LNX1 CEP85
LNX1 CADPS
LNX1 USP54
LNX1 LRRC73
LNX1 NME1
ZER1 ELOB
GALNT1 MUC1
GALNT1 PTPRF
TMEM82 CYP4F2
GAN UBA1
KRT6A GOLGA2
KRT6A KRT19
KRT6A KRT13
FDFT1 FDFT1
KIF5B YWHAZ
KIF5B PRKAB1
KIF5B BCAR3
KIF5B SYBU
KIF5B MARK2
KIF5B KIF5B
MED15 SMAD1
MED15 CCNC
MED15 MED24
MED15 MED13
MED15 UBB
WDR70 LMNA
RND3 PLXNB1
CCDC120 FOSL1
CCDC120 GOLGA2
CCDC120 CADPS
YWHAZ NR4A1
YWHAZ LMNA
YWHAZ HSP90B1
YWHAZ CALR
YWHAZ HSPD1
YWHAZ PAK4
YWHAZ PRKCZ
YWHAZ YWHAZ
YWHAZ PARD3
YWHAZ GCH1
YWHAZ KIF1C
YWHAZ EIF3A
YWHAZ UBA1
YWHAZ REEP6
YWHAZ KRT19
YWHAZ SIPA1L3
YWHAZ ATP5F1A
YWHAZ MST1R
YWHAZ CSNK1A1
YWHAZ UBB
YWHAZ SPTBN1
YWHAZ GIGYF2
YWHAZ NADK
YWHAZ PARD6B
YWHAZ CALM2
YWHAZ ANXA2
YWHAZ CGN
YWHAZ SRRM2
YWHAZ PNN
YWHAZ CBY1
YWHAZ SUPT6H
YWHAZ HECTD4
YWHAZ ARHGEF16
YWHAZ P4HB
YWHAZ GCN1
YWHAZ PIK3C2B
YWHAZ PSMD1
YWHAZ MARK2
YWHAZ CCDC125
FRMD1 RAB2A
SMAD1 SMAD1
SMAD1 MED24
SMAD1 PSMD1
SMAD1 ZDHHC3
OCLN KRAS
OCLN SYNE4
RHOBTB3 RHOBTB3
RHOBTB3 USP54
KIF1C KIF1C
PAM PRKCZ
PAM KALRN
SLC25A10 PRKAB1
SLC25A10 SOCS6
DLGAP4 PLK2
DLGAP4 UBB
DLGAP4 MPP5
DLGAP4 EXOC4
DLGAP4 DLG3
FZD3 GIPC1
GRIN2B KDM5B
GRIN2B PRKCZ
GRIN2B DLG3
GRIN2B EXOC4
GRIN2B CAMK2N1
GRIN2B GRIN2B
STAM2 ARRDC3
STAM2 SH2D4A
STAM2 UBB
PPL KRT8
PPL ZNF165
FGF9 FGFR3
FGF9 FGFR4
FGF9 FGF9
TCF25 XIAP
TCF25 NEK2
TCF25 SAT1
AKAP1 CAAP1
OSGIN1 BCAR3
CLDN3 WNK4
MVK MVK
B4GALT2 B3GNT3
B4GALT2 GCNT3
MORF4L2 HDAC1
MORF4L2 GOLGA2
MORF4L2 MPDU1
MORF4L2 ZBTB43
MORF4L2 GRAMD2B
MORF4L2 BCL11A
SH2D4A GOLGA2
SH2D4A CADPS
PPP2R1A ZFYVE9
PPP2R1A HSPD1
PPP2R1A CDC37
PPP2R1A CKB
PPP2R1A STRN
PPP2R1A INTS1
PPP2R1A ACLY
PPP2R1A BCAR3
OAS1 GOLGA2
HSP90AA2P PPARA
HSP90AA2P CDC37
HSP90AA2P HSP90AA2P
HSP90AA2P EIF2AK3
CCDC112 TEX9
SRF TEAD1
SRF SRF
SRF TCF3
SRF CASP7
SRF HMGA1
RBM3 RC3H1
DLG3 EXOC4
DLG3 KDELR1
PNP PNP
ATP5F1A HSPD1
ATP5F1A ANXA2
ATP5F1A P4HB
ATP5F1A ATP5ME
ATP5F1A RC3H1
ATP5F1A MAP3K14
ATP5F1A AIMP1
ATP5F1A MT-ATP8
ELOB SOCS6
ELOB KLHDC2
ELOB AMBRA1
CALM2 TCF3
CALM2 HNF1A
CALM2 MARCKS
CALM2 MAP3K14
CALM2 MYO10
CALM2 CALM2
CALM2 NSMF
ORC5 ORC5
LGALS7B CA12
ODC1 SAT1
ODC1 MAOA
ODC1 ODC1
SLC35A1 F11R
SLC35A1 TCTA
OLFM4 SYNE4
OLFM4 C3
OLFM4 ITM2C
OLFM4 AQP3
ASAP2 UBB
COPB2 PRKAB1
COPB2 GIPC1
COPB2 COPB2
COPB2 ARCN1
CD46 CD46
CD46 C3
AKR1C3 ACIN1
ARHGEF12 PLXNB1
ARHGEF12 GIPC1
ARHGEF12 PTPRF
ARHGEF12 ARHGEF12
FGFBP1 FGFBP1
FGFBP1 ASPH
GP2 GP2
CBFA2T2 ID3
CBFA2T2 CBFA2T2
CDK5RAP3 PRKAB1
CDK5RAP3 LTF
TRIM36 GRB7
TRIM36 ZNF587
TRIM36 TRIM36
HSP90B1 NR4A1
HSP90B1 P4HB
HSP90B1 CALR
HSP90B1 MTTP
HSP90B1 EIF2AK3
HSP90B1 LDLR
HSP90B1 HSP90B1
CD2AP SOS1
CD2AP CD2AP
CD2AP ARHGAP17
CD2AP MPP5
GDF15 GDF15
ACOT13 ACOT13
TENT5A ZFYVE9
TENT5A SERF2
HOOK1 HOOK1
LMNA SRRM2
LMNA LMNA
LMNA PRKCZ
LMNA ZNF564
UAP1 UAP1
GNE GNE
HOXB7 PBX1
HOXB7 HOXB6
CLDN2 CDX2
CLDN2 HNF1A
CLDN2 WNK4
HOMER2 PALLD
MUC1 SOS1
MUC1 TMEM14A
MUC1 MALL
MUC1 AQP3
MUC1 GAST
MUC1 CYP4F2
PNN KRT8
PNN SOCS6
PNN KRT19
PNN SRRM2
PNN SREK1
PNN PNN
GCN1 HSPD1
GCN1 SF3B4
GCN1 DHCR7
GCN1 SSR4
HARS2 HSPD1
SEMA3B SEMA3B
NEK2 NEK2
NEK2 CDC16
NEK2 CHGA
ATP1B1 GCH1
ANXA2 HSPD1
ANXA2 SOS1
ANXA2 PRKCZ
ANXA2 BCAR3
ARHGAP17 PARD3
ARHGAP17 MPP5
SCD CPT1B
ZNF564 CCDC125
RAB26 GCH1
KDM1A HDAC1
KDM1A KDM5B
KDM1A INSM1
KDM1A GOLGA2
KDM1A TEX9
KDM1A HMG20B
KDM1A KDM1A
KDM1A GTPBP2
KDM1A STX19
KDM1A SOCS6
KDM1A TRAF4
KDM1A SOX2
KDM1A EHMT1
UBB CDX2
UBB BRCC3
UBB XIAP
SUCLG1 NME1
ACIN1 SRRM2
ACIN1 SRSF11
ACIN1 DHX15
ACIN1 NCBP1
ACIN1 SF3B4
SF3B4 HSPD1
SF3B4 TRAF4
SF3B4 SRRM2
SF3B4 SRSF11
SF3B4 DHX15
SF3B4 NCBP1
SF3B4 HMG20B
SF3B4 METTL17
SF3B4 RNU11
CDX2 KDM5B
CDX2 HNF1A
CDX2 CDX2
REEP6 CDC37
REEP6 REEP6
REEP6 TMEM143
DNAJB1 CDC37
DNAJB1 BAG1
DNAJB1 AMBRA1
DNAJB1 DNAJC3
SLC12A2 KRAS
SLC12A2 SLC12A2
AP2B1 AP1M2
AP2B1 CLINT1
AP2B1 AFF4
F11R KRAS
F11R PARD3
F11R PRKCZ
F11R CGN
F11R F11R
NDUFV1 PDHA1
NDUFV1 NDUFB10
NDUFV1 COA3
NDUFV1 NDUFA1
NDUFV1 MT-ND4L
NDUFV1 MT-ND1
NDUFV1 NDUFA7
PMAIP1 RAB2A
TMEM14A SLC7A1
ZNF286A ZNF587
SOCS6 POLR2H
SOCS6 RAB1A
SOCS6 TIMM13
SOCS6 DST
SOCS6 PDLIM5
SOCS6 AMBRA1
SOCS6 DNAJC11
SOCS6 SSR4
SOCS6 TUBB4B
POLR2H POLR3A
POLR2H POLR2H
XIAP RIPK1
XIAP XIAP
XIAP CASP7
XIAP RIPK4
XIAP BOLA1
USP54 CCDC24
USP54 PLAC8
ZNF575 MAPK8IP3
ZNF575 SPRED2
DHX15 HSPD1
DHX15 SRRM2
DHX15 SRSF11
DHX15 HMG20B
DHX15 NCBP1
DHX15 DHCR7
DHX15 DGCR8
DHX15 RNU11
SRSF11 DACH1
SRSF11 SRRM2
SRSF11 HYI
SRSF11 SREK1
SRSF11 NCBP1
SRSF11 SRSF11
ENC1 ENC1
RIPK4 CDC37
RIPK4 TUBB4B
SELENOS KLHDC2
ETHE1 ETHE1
MIB1 DLL1
PDIA3 CALR
PDIA3 P4HB
PDIA3 PDIA3
PDIA3 LDLR
PRSS3 SERPINA1
TRAF3IP1 SPTBN1
TRAF3IP1 TUBB2A
PBLD PBLD
FAM156A SAT1
ASAP3 PDZD3
SRRM2 BAK1
SRRM2 NCBP1
SORT1 SORT1
NSMF GOLGA2
NSMF CCDC125
KLK3 SERPINA1
DHCR7 HSPD1
DHCR7 SSR4
MXD1 HDAC1
MXD1 MXD1
PROX1 NR5A2
PROX1 ESRRA
BAK1 HSPD1
BAK1 BAK1
CNOT6 CNOT6
AMBRA1 HSPD1
ZFYVE9 SCYL2
ZFYVE9 STX3
ZFYVE9 RHOT2
ZFYVE9 CHD6
DLL1 CNKSR3
DLL1 DLL1
ZBTB43 ZNF587
ZBTB43 ZBTB43
KIAA1522 KRAS
ID4 ID3
CCND1 HDAC1
CCND1 INSM1
CCND1 FBXO31
CCNC GOLGA2
CCNC MED13
CCNC MED24
CCNC KRT13
CCNC CCNC
CCNC CDKN2B
CCNC MYO15B
ID1 TCF3
AP1M2 LDLR
CDK11A CDC37
CDK11A CCNL1
HYI CCDC24
HYI PITX1
SREK1 SH3GLB2
SREK1 SREK1
MAOA SAT1
MAOA ALDH3A1
MAOA COMTD1
MAOA MAOA
LDLR LDLR
ANKRD36 GOLGA2
PRKAB1 PDHA1
PRKAB1 ACLY
PRKAB1 FAM98B
PRKAB1 CDC37
PRKAB1 CISD1
PRKAB1 PSMD1
PRKAB1 SSR4
PRKAB1 NDUFA7
PRKAB1 FABP5
PRKAB1 PREP
CISD1 CISD1
LYZ LTF
FGFR3 KRT8
FGFR3 CDC37
FGFR3 FGFR3
TRAF4 GOLGA2
TRAF4 TRAF4
TRAF4 LTBR
TRAF4 CEP85
TRAF4 POLR2J3
PRDX4 NR4A1
PRDX4 PRDX4
GGH GGH
ANAPC15 CDC16
PDHA1 AGPS
PDHA1 PDK4
PDHA1 PDK2
PDHA1 PDHA1
SLC12A7 KRAS
SLC12A7 TMEM54
PAK4 KRAS
PAK4 PAK4
PTMA HDAC1
PTMA CASP7
KRAS ABCD3
KRAS KRAS
KRAS SPTBN1
KRAS MARK2
KRAS STX3
KRAS MARCKSL1
KRAS DAG1
KRAS CDC42EP1
KRAS USP6NL
KRAS JPH1
KRAS STT3B
KRAS HSPD1
MAP3K13 MAP3K13
PLCB3 PARD3
PLCB3 TRAK2
PLCB3 CAAP1
PLCB3 GOLGA3
TMEM176B TMEM176A
TMEM222 TMEM35A
TACC2 HMG20B
SYP MRRF
KRT14 DST
NUDT14 NUDT14
KDM5B HDAC1
KDM5B PAX9
MED13 MED24
MED13 MED13
MSI2 SOX2
CKB GOLGA2
S100A2 S100A2
FGFR4 HNF1A
FGFR4 FGFR4
PPARA MED24
PPARA PPARGC1A
PPARA NRIP1
PPARA HELZ2
PPARA PPARA
PPARA ZNF587
PPARA VWA5A
REG1A REG3A
CCDC130 ZNF165
HR HDAC1
HSPD1 HDAC1
HSPD1 HMG20B
HSPD1 SSR4
HSPD1 HSPD1
HSPD1 MPST
TMEM143 YIPF2
EFNB2 EFNB2
INTS1 INTS14
RAB1A GOLGA2
RAB1A GOLGA5
KDELR1 KDELR1
APOA4 APOA4
AGAP1 GRB7
GIPC1 MYO1C
GIPC1 SSR4
GIPC1 GIPC1
SDR16C5 EHHADH
SDR16C5 RDH11
RIPK1 CSNK1A1
RIPK1 RIPK1
RIPK1 MAP3K14
CALR P4HB
CALR CALR
MT-ND1 NDUFB10
MT-ND1 NDUFA1
MT-ND1 MT-ND4L
MT-ND1 NDUFA7
MT-ND1 MT-ND1
MYRIP RAB27B
SERPINA1 TCF3
SERPINA1 SERPINA1
PDE4D PDE4D
CPSF1 CPSF1
TRPM6 TRPM6
PTPRH PTPRH
GOLGA5 GOLGA5
DNTTIP1 HDAC1
DNTTIP1 DNTTIP1
PSMB5 PSMD1
MST1R MST1R
PDLIM1 PDLIM1
TFF2 TFF2
UPF3B NCBP1
UPF3B UPF3B
NDUFB10 NDUFA1
NDUFB10 NDUFA7
NDUFB10 MT-ND4L
NDUFB10 MT-ND4
ASPH GAST
ASPH GUCA2A
VEGFA VEGFA
MECOM HDAC1
MECOM MECOM
NDUFA7 NDUFA1
NDUFA7 MT-ND4L
LGALS3BP LGALS3BP
PDK2 PDK2
FAM193B GOLGA2
ECHDC2 EHHADH
MARCKSL1 PRKCZ
SMARCAD1 HDAC1
DACH1 DACH1
PAQR8 EHHADH
HDAC1 HMG20B
HDAC1 HDAC1
HDAC1 SUDS3
HDAC1 REPIN1
HDAC1 BCL11A
HDAC1 NR0B2
HDAC1 OVOL1
HDAC1 SOX2
HDAC1 SINHCAF
HDAC1 EHMT1
HDAC1 EIF3A
HDAC1 NRIP1
HDAC1 INSM1
RAB11FIP1 RAB11FIP1
COMTD1 ALDH3A1
ZNF121 CCAR2
CYP2C9 CDC37
CCT6B STRN
PARD6B GOLGA2
PARD6B PARD3
PARD6B PRKCZ
PARD6B MPP5
MALL SYNE4
LTBR LTBR
HOXB9 GOLGA2
HOXB9 SAT1
ABCD3 ABCD3
PPARGC1A ESRRA
ACLY BCAR3
ACLY ACLY
PTPRF PTPRF
PLD1 PLD1
MPST UEVLD
BCAR3 PSMD1
MARCKS PRKCZ
EHHADH ACOX2
EHHADH TMEM35A
MAP3K14 CDC37
MAP3K14 GRB7
MAP3K14 MAP3K14
MAP3K14 RPLP0P6
CNKSR3 CDKN2B
NRIP1 ESRRA
NRIP1 NR5A2
DGCR8 DGCR8
SH3YL1 SH3D19
SH3GLB2 SH3GLB2
CDC42BPA CDC42BPA
NR4A1 ANKIB1
NR4A1 NR4A1
UBAP2 PLAC8
MARK2 PRKCZ
MARK2 MARK2
NCBP1 EIF3A
CASP7 SAT1
CASP7 PRKCZ
CASP7 GOLGA3
CASP7 CASP7
ESRRA NR0B2
ESRRA ESRRA
ESRRA LTF
SOS1 SOS1
PRKCZ PARD3
PRKCZ PRKCZ
SUCO P4HB
TCF3 ID3
TCF3 TCF3
TCF3 PBX1
TCF3 NR0B2
TEAD1 TEAD1
CSNK1A1 FAM83B
P4HB P4HB
MAFK MAFK
PARD3 MPP5
PARD3 PARD3
YOD1 YOD1
ZNF587 GOLGA2
ZNF587 CCDC125
AQP3 AQP3
SOX2 CCAR2
SOX2 SOX2
TIMM44 TIMM44
RAB2A GOLGA2
RAB2A CCDC125
FUT3 SLC41A2
ID3 ID3
NBL1 HPCAL1
SATB2 POLR2J3
ACY1 ACY1
TUBB4B SAT1
TUBB4B TUBB2A
CFB C3
CFB CFB
CDC42EP1 SAT1
SLC15A2 PITX1
FAM118B FAM118B
TUBB2A SAT1
UEVLD ALDH18A1
UEVLD ALDH3A1
UEVLD GALM
CCDC125 ZNF165
CCDC125 CCDC125
HOXB6 SAT1
MAPK8IP3 MAPK8IP3
HOXA9 PBX1
NADK NADK
KLF4 PAX9
KLF4 MYO15B
GSR GSR
AFF4 GOLGA2
GET4 KIFC2
TMED2 GOLGA2
GTPBP2 GTPBP2
HNF1A HNF1A
HNF1A SI
HNF1A FABP5
CNDP1 ALDH3A1
CNDP1 CNDP1
CADPS CADPS
PDK4 PDK4
ALDH18A1 ALDOB
GRAMD2B CDC37
GRAMD2B GRAMD2B
NDUFA1 MT-ND4L
C3 C3
ATP5ME MT-ATP8
NME1 GCH1
NME1 NME1
DNMBP DNMBP
NR0B2 NR5A2
NR0B2 PAX9
RNF128 RNF128
GABBR2 GABBR2
PFKL ALDOB
PFKL PFKL
CA12 RDH11
CA12 CA12
HHLA2 BTNL8
SPATA2 GOLGA2
FOSL1 FOSL1
CDC37 GOLGA2
CDC37 GCH1
CDC37 CDC37
CDC37 CHGA
PSMD1 BAG1
PSMD1 PSMD1
ENTPD5 ENTPD5
GOLGA2 GOLGA2
GOLGA2 SUDS3
SPRED2 MYO15B
KRT8 KRT13
KRT8 KRT19
EIF2AK3 DNAJC3
EIF2AK3 EIF2AK3
TRPM4 TRPM4
ZC3H12A ZC3H12A
GSTM4 GSTM4
ALDH3A1 ALDOB
ALDH3A1 ALDH3A1
BMP1 BMP1
DSG2 PKP3
PPP1R13L PPP1R13L
HMGA1 PBX1
AIMP1 AIMP1
MYO15B KRT13
SAT1 SAT1
SAT1 KHDC4
HGD HGD
GOLGA3 GOLGA3
INSM1 INSM1
AKR1C2 AKR1C2
DAG1 DAG1
ALDOB ALDOB
GCH1 GCH1
KRT19 KRT19
MPC2 MPC2
SDC1 SDC1
MSMO1 STX3
STX3 STX3
ATP7B ATP7B
SUDS3 SUDS3
PTPRK PTPRK
